,Name,Time,Date,DataPoint1,DataPoint2,Moving_Avg,Noise,Average100
739,Thomas,5:06:00,6/22/15,3.0,3,50.8,-47.8,50.8
740,Thomas,5:06:00,6/22/15,16.0,16,50.4,-34.4,50.4
741,Thomas,5:07:00,6/22/15,18.0,18,49.68,-31.68,49.68
742,Thomas,5:07:00,6/22/15,24.0,24,49.64,-25.64,49.64
743,Thomas,5:07:00,6/22/15,9.0,9,49.42,-40.42,49.42
744,Thomas,5:08:00,6/22/15,25.0,25,49.49,-24.49,49.49
745,Thomas,5:08:00,6/22/15,57.0,57,49.16,7.84,49.16
746,Thomas,5:08:00,6/22/15,91.0,91,49.15,41.85,49.15
747,Thomas,5:09:00,6/22/15,27.0,27,48.55,-21.55,48.55
748,Thomas,5:09:00,6/22/15,54.0,54,49.01,4.99,49.01
749,Thomas,5:09:00,6/22/15,24.0,24,48.5,-24.5,48.5
750,Thomas,5:10:00,6/22/15,4.0,4,47.91,-43.91,47.91
751,Thomas,5:10:00,6/22/15,37.0,37,47.49,-10.49,47.49
752,Thomas,5:10:00,6/22/15,100.0,100,47.77,52.23,47.77
753,Thomas,5:11:00,6/22/15,38.0,38,47.62,-9.62,47.62
754,Thomas,5:11:00,6/22/15,15.0,15,47.68,-32.68,47.68
755,Thomas,5:11:00,6/22/15,2.0,2,46.86,-44.86,46.86
756,Thomas,5:12:00,6/22/15,89.0,89,46.77,42.23,46.77
757,Thomas,5:12:00,6/22/15,42.0,42,46.53,-4.53,46.53
758,Thomas,5:12:00,6/22/15,39.0,39,46.48,-7.48,46.48
759,Thomas,5:13:00,6/22/15,54.0,54,46.12,7.88,46.12
760,Thomas,5:13:00,6/22/15,84.0,84,46.15,37.85,46.15
761,Thomas,5:13:00,6/22/15,46.0,46,46.32,-0.32,46.32
762,Thomas,5:14:00,6/22/15,76.0,76,46.35,29.65,46.35
763,Thomas,5:14:00,6/22/15,48.0,48,46.33,1.67,46.33
764,Thomas,5:14:00,6/22/15,74.0,74,46.67,27.33,46.67
765,Thomas,5:15:00,6/22/15,7.0,7,46.24,-39.24,46.24
766,Thomas,5:15:00,6/22/15,81.0,81,46.43,34.57,46.43
767,Thomas,5:15:00,6/22/15,18.0,18,46.51,-28.51,46.51
768,Thomas,5:16:00,6/22/15,77.0,77,47.14,29.86,47.14
769,Thomas,5:16:00,6/22/15,93.0,93,47.26,45.74,47.26
770,Thomas,5:16:00,6/22/15,31.0,31,46.96,-15.96,46.96
771,Thomas,5:17:00,6/22/15,23.0,23,46.72,-23.72,46.72
772,Thomas,5:17:00,6/22/15,42.0,42,46.75,-4.75,46.75
773,Thomas,5:17:00,6/22/15,59.0,59,46.37,12.63,46.37
774,Thomas,5:18:00,6/22/15,76.0,76,46.56,29.44,46.56
775,Thomas,5:18:00,6/22/15,92.0,92,46.53,45.47,46.53
776,Thomas,5:18:00,6/22/15,52.0,52,46.82,5.18,46.82
777,Thomas,5:19:00,6/22/15,17.0,17,46.9,-29.9,46.9
778,Thomas,5:19:00,6/22/15,1.0,1,46.17,-45.17,46.17
779,Thomas,5:19:00,6/22/15,39.0,39,46.38,-7.38,46.38
780,Thomas,5:20:00,6/22/15,71.0,71,46.12,24.88,46.12
781,Thomas,5:20:00,6/22/15,72.0,72,45.88,26.12,45.88
782,Thomas,5:20:00,6/22/15,62.0,62,45.96,16.04,45.96
783,Thomas,5:21:00,6/22/15,21.0,21,46.12,-25.12,46.12
784,Thomas,5:21:00,6/22/15,45.0,45,45.69,-0.69,45.69
785,Thomas,5:21:00,6/22/15,59.0,59,45.64,13.36,45.64
786,Thomas,5:22:00,6/22/15,77.0,77,46.12,30.88,46.12
787,Thomas,5:22:00,6/22/15,87.0,87,46.58,40.42,46.58
788,Thomas,5:22:00,6/22/15,81.0,81,46.97,34.03,46.97
789,Thomas,5:23:00,6/22/15,89.0,89,47.41,41.59,47.41
790,Thomas,5:23:00,6/22/15,68.0,68,47.41,20.59,47.41
791,Thomas,5:23:00,6/22/15,69.0,69,47.63,21.37,47.63
792,Thomas,5:24:00,6/22/15,42.0,42,47.76,-5.76,47.76
793,Thomas,5:24:00,6/22/15,5.0,5,47.71,-42.71,47.71
794,Thomas,5:24:00,6/22/15,28.0,28,47.95,-19.95,47.95
795,Thomas,5:25:00,6/22/15,13.0,13,47.22,-34.22,47.22
796,Thomas,5:25:00,6/22/15,58.0,58,47.51,10.49,47.51
797,Thomas,5:25:00,6/22/15,58.0,58,47.76,10.24,47.76
798,Thomas,5:26:00,6/22/15,35.0,35,47.44,-12.44,47.44
799,Thomas,5:26:00,6/22/15,66.0,66,47.7,18.3,47.7
800,Thomas,5:26:00,6/22/15,41.0,41,47.56,-6.56,47.56
801,Thomas,5:27:00,6/22/15,66.0,66,47.98,18.02,47.98
802,Thomas,5:27:00,6/22/15,26.0,26,47.82,-21.82,47.82
803,Thomas,5:27:00,6/22/15,27.0,27,47.19,-20.19,47.19
804,Thomas,5:28:00,6/22/15,13.0,13,47.28,-34.28,47.28
805,Thomas,5:28:00,6/22/15,32.0,32,47.18,-15.18,47.18
806,Thomas,5:28:00,6/22/15,98.0,98,48.08,49.92,48.08
807,Thomas,5:29:00,6/22/15,10.0,10,47.18,-37.18,47.18
808,Thomas,5:29:00,6/22/15,3.0,3,47.2,-44.2,47.2
809,Thomas,5:29:00,6/22/15,32.0,32,46.55,-14.55,46.55
810,Thomas,5:30:00,6/22/15,59.0,59,46.43,12.57,46.43
811,Thomas,5:30:00,6/22/15,59.0,59,46.95,12.05,46.95
812,Thomas,5:30:00,6/22/15,86.0,86,47.32,38.68,47.32
813,Thomas,5:31:00,6/22/15,81.0,81,47.56,33.44,47.56
814,Thomas,5:31:00,6/22/15,79.0,79,47.88,31.12,47.88
815,Thomas,5:31:00,6/22/15,38.0,38,48.05,-10.05,48.05
816,Thomas,5:32:00,6/22/15,33.0,33,47.81,-14.81,47.81
817,Thomas,5:32:00,6/22/15,90.0,90,48.67,41.33,48.67
818,Thomas,5:32:00,6/22/15,75.0,75,48.81,26.19,48.81
819,Thomas,5:33:00,6/22/15,22.0,22,48.99,-26.99,48.99
820,Thomas,5:33:00,6/22/15,56.0,56,48.92,7.08,48.92
821,Thomas,5:33:00,6/22/15,76.0,76,49.07,26.93,49.07
822,Thomas,5:34:00,6/22/15,68.0,68,49.26,18.74,49.26
823,Thomas,5:34:00,6/22/15,3.0,3,48.66,-45.66,48.66
824,Thomas,5:34:00,6/22/15,11.0,11,48.35,-37.35,48.35
825,Thomas,5:35:00,6/22/15,69.0,69,48.18,20.82,48.18
826,Thomas,5:35:00,6/22/15,44.0,44,47.63,-3.63,47.63
827,Thomas,5:35:00,6/22/15,1.0,1,47.43,-46.43,47.43
828,Thomas,5:36:00,6/22/15,1.0,1,47.4,-46.4,47.4
829,Thomas,5:36:00,6/22/15,62.0,62,47.95,14.05,47.95
830,Thomas,5:36:00,6/22/15,31.0,31,48.14,-17.14,48.14
831,Thomas,5:37:00,6/22/15,33.0,33,47.6,-14.6,47.6
832,Thomas,5:37:00,6/22/15,35.0,35,47.02,-12.02,47.02
833,Thomas,5:37:00,6/22/15,50.0,50,46.61,3.39,46.61
834,Thomas,5:38:00,6/22/15,4.0,4,46.43,-42.43,46.43
835,Thomas,5:38:00,6/22/15,87.0,87,47.28,39.72,47.28
836,Thomas,5:38:00,6/22/15,43.0,43,47.06,-4.06,47.06
837,Thomas,5:39:00,6/22/15,3.0,3,46.53,-43.53,46.53
838,Thomas,5:39:00,6/22/15,42.0,42,45.99,-3.99,45.99
839,Thomas,5:39:00,6/22/15,89.0,89,46.85,42.15,46.85
840,Thomas,5:40:00,6/22/15,90.0,90,47.59,42.41,47.59
841,Thomas,5:40:00,6/22/15,24.0,24,47.65,-23.65,47.65
842,Thomas,5:40:00,6/22/15,100.0,100,48.41,51.59,48.41
843,Thomas,5:41:00,6/22/15,8.0,8,48.4,-40.4,48.4
844,Thomas,5:41:00,6/22/15,69.0,69,48.84,20.16,48.84
845,Thomas,5:41:00,6/22/15,52.0,52,48.79,3.21,48.79
846,Thomas,5:42:00,6/22/15,90.0,90,48.78,41.22,48.78
847,Thomas,5:42:00,6/22/15,64.0,64,49.15,14.85,49.15
848,Thomas,5:42:00,6/22/15,52.0,52,49.13,2.87,49.13
849,Thomas,5:43:00,6/22/15,65.0,65,49.54,15.46,49.54
850,Thomas,5:43:00,6/22/15,10.0,10,49.6,-39.6,49.6
851,Thomas,5:43:00,6/22/15,51.0,51,49.74,1.26,49.74
852,Thomas,5:44:00,6/22/15,31.0,31,49.05,-18.05,49.05
853,Thomas,5:44:00,6/22/15,6.0,6,48.73,-42.73,48.73
854,Thomas,5:44:00,6/22/15,29.0,29,48.87,-19.87,48.87
855,Thomas,5:45:00,6/22/15,76.0,76,49.61,26.39,49.61
856,Thomas,5:45:00,6/22/15,47.0,47,49.19,-2.19,49.19
857,Thomas,5:45:00,6/22/15,84.0,84,49.61,34.39,49.61
858,Thomas,5:46:00,6/22/15,14.0,14,49.36,-35.36,49.36
859,Thomas,5:46:00,6/22/15,49.0,49,49.31,-0.31,49.31
860,Thomas,5:46:00,6/22/15,45.0,45,48.92,-3.92,48.92
861,Thomas,5:47:00,6/22/15,15.0,15,48.61,-33.61,48.61
862,Thomas,5:47:00,6/22/15,52.0,52,48.37,3.63,48.37
863,Thomas,5:47:00,6/22/15,57.0,57,48.46,8.54,48.46
864,Thomas,5:48:00,6/22/15,2.0,2,47.74,-45.74,47.74
865,Thomas,5:48:00,6/22/15,97.0,97,48.64,48.36,48.64
866,Thomas,5:48:00,6/22/15,84.0,84,48.67,35.33,48.67
867,Thomas,5:49:00,6/22/15,32.0,32,48.81,-16.81,48.81
868,Thomas,5:49:00,6/22/15,12.0,12,48.16,-36.16,48.16
869,Thomas,5:49:00,6/22/15,8.0,8,47.31,-39.31,47.31
870,Thomas,5:50:00,6/22/15,93.0,93,47.93,45.07,47.93
871,Thomas,5:50:00,6/22/15,30.0,30,48.0,-18.0,48.0
872,Thomas,5:50:00,6/22/15,37.0,37,47.95,-10.95,47.95
873,Thomas,5:51:00,6/22/15,61.0,61,47.97,13.03,47.97
874,Thomas,5:51:00,6/22/15,42.0,42,47.63,-5.63,47.63
875,Thomas,5:51:00,6/22/15,28.0,28,46.99,-18.99,46.99
876,Thomas,5:52:00,6/22/15,69.0,69,47.16,21.84,47.16
877,Thomas,5:52:00,6/22/15,86.0,86,47.85,38.15,47.85
878,Thomas,5:52:00,6/22/15,74.0,74,48.58,25.42,48.58
879,Thomas,5:53:00,6/22/15,85.0,85,49.04,35.96,49.04
880,Thomas,5:53:00,6/22/15,86.0,86,49.19,36.81,49.19
881,Thomas,5:53:00,6/22/15,92.0,92,49.39,42.61,49.39
882,Thomas,5:54:00,6/22/15,54.0,54,49.31,4.69,49.31
883,Thomas,5:54:00,6/22/15,39.0,39,49.49,-10.49,49.49
884,Thomas,5:54:00,6/22/15,4.0,4,49.08,-45.08,49.08
885,Thomas,5:55:00,6/22/15,18.0,18,48.67,-30.67,48.67
886,Thomas,5:55:00,6/22/15,45.0,45,48.35,-3.35,48.35
887,Thomas,5:55:00,6/22/15,7.0,7,47.55,-40.55,47.55
888,Thomas,5:56:00,6/22/15,43.0,43,47.17,-4.17,47.17
889,Thomas,5:56:00,6/22/15,83.0,83,47.11,35.89,47.11
890,Thomas,5:56:00,6/22/15,35.0,35,46.78,-11.78,46.78
891,Thomas,5:57:00,6/22/15,98.0,98,47.07,50.93,47.07
892,Thomas,5:57:00,6/22/15,47.0,47,47.12,-0.12,47.12
893,Thomas,5:57:00,6/22/15,60.0,60,47.67,12.33,47.67
894,Thomas,5:58:00,6/22/15,45.0,45,47.84,-2.84,47.84
895,Thomas,5:58:00,6/22/15,20.0,20,47.91,-27.91,47.91
896,Thomas,5:58:00,6/22/15,19.0,19,47.52,-28.52,47.52
897,Thomas,5:59:00,6/22/15,41.0,41,47.35,-6.35,47.35
898,Thomas,5:59:00,6/22/15,74.0,74,47.74,26.26,47.74
899,Thomas,5:59:00,6/22/15,88.0,88,47.96,40.04,47.96
900,Thomas,6:00:00,6/22/15,86.0,86,48.41,37.59,48.41
901,Thomas,6:00:00,6/22/15,8.0,8,47.83,-39.83,47.83
902,Thomas,6:00:00,6/22/15,83.0,83,48.4,34.6,48.4
903,Thomas,6:01:00,6/22/15,52.0,52,48.65,3.35,48.65
904,Thomas,6:01:00,6/22/15,54.0,54,49.06,4.94,49.06
905,Thomas,6:01:00,6/22/15,17.0,17,48.91,-31.91,48.91
906,Thomas,6:02:00,6/22/15,1.0,1,47.94,-46.94,47.94
907,Thomas,6:02:00,6/22/15,6.0,6,47.9,-41.9,47.9
908,Thomas,6:02:00,6/22/15,17.0,17,48.04,-31.04,48.04
909,Thomas,6:03:00,6/22/15,52.0,52,48.24,3.76,48.24
910,Thomas,6:03:00,6/22/15,95.0,95,48.6,46.4,48.6
911,Thomas,6:03:00,6/22/15,90.0,90,48.91,41.09,48.91
912,Thomas,6:04:00,6/22/15,12.0,12,48.17,-36.17,48.17
913,Thomas,6:04:00,6/22/15,39.0,39,47.75,-8.75,47.75
914,Thomas,6:04:00,6/22/15,63.0,63,47.59,15.41,47.59
915,Thomas,6:05:00,6/22/15,83.0,83,48.04,34.96,48.04
916,Thomas,6:05:00,6/22/15,39.0,39,48.1,-9.1,48.1
917,Thomas,6:05:00,6/22/15,21.0,21,47.41,-26.41,47.41
918,Thomas,6:06:00,6/22/15,82.0,82,47.48,34.52,47.48
919,Thomas,6:06:00,6/22/15,10.0,10,47.36,-37.36,47.36
920,Thomas,6:06:00,6/22/15,91.0,91,47.71,43.29,47.71
921,Thomas,6:07:00,6/22/15,52.0,52,47.47,4.53,47.47
922,Thomas,6:07:00,6/22/15,55.0,55,47.34,7.66,47.34
923,Thomas,6:07:00,6/22/15,70.0,70,48.01,21.99,48.01
924,Thomas,6:08:00,6/22/15,73.0,73,48.63,24.37,48.63
925,Thomas,6:08:00,6/22/15,18.0,18,48.12,-30.12,48.12
926,Thomas,6:08:00,6/22/15,11.0,11,47.79,-36.79,47.79
927,Thomas,6:09:00,6/22/15,13.0,13,47.91,-34.91,47.91
928,Thomas,6:09:00,6/22/15,3.0,3,47.93,-44.93,47.93
929,Thomas,6:09:00,6/22/15,2.0,2,47.33,-45.33,47.33
930,Thomas,6:10:00,6/22/15,83.0,83,47.85,35.15,47.85
931,Thomas,6:10:00,6/22/15,79.0,79,48.31,30.69,48.31
932,Thomas,6:10:00,6/22/15,55.0,55,48.51,6.49,48.51
933,Thomas,6:11:00,6/22/15,64.0,64,48.65,15.35,48.65
934,Thomas,6:11:00,6/22/15,61.0,61,49.22,11.78,49.22
935,Thomas,6:11:00,6/22/15,84.0,84,49.19,34.81,49.19
936,Thomas,6:12:00,6/22/15,28.0,28,49.04,-21.04,49.04
937,Thomas,6:12:00,6/22/15,25.0,25,49.26,-24.26,49.26
938,Thomas,6:12:00,6/22/15,24.0,24,49.08,-25.08,49.08
939,Thomas,6:13:00,6/22/15,39.0,39,48.58,-9.58,48.58
940,Thomas,6:13:00,6/22/15,54.0,54,48.22,5.78,48.22
941,Thomas,6:13:00,6/22/15,30.0,30,48.28,-18.28,48.28
942,Thomas,6:14:00,6/22/15,12.0,12,47.4,-35.4,47.4
943,Thomas,6:14:00,6/22/15,80.0,80,48.12,31.88,48.12
944,Thomas,6:14:00,6/22/15,15.0,15,47.58,-32.58,47.58
945,Thomas,6:15:00,6/22/15,64.0,64,47.7,16.3,47.7
946,Thomas,6:15:00,6/22/15,56.0,56,47.36,8.64,47.36
947,Thomas,6:15:00,6/22/15,31.0,31,47.03,-16.03,47.03
948,Thomas,6:16:00,6/22/15,70.0,70,47.21,22.79,47.21
949,Thomas,6:16:00,6/22/15,82.0,82,47.38,34.62,47.38
950,Thomas,6:16:00,6/22/15,27.0,27,47.55,-20.55,47.55
951,Thomas,6:17:00,6/22/15,99.0,99,48.03,50.97,48.03
952,Thomas,6:17:00,6/22/15,90.0,90,48.62,41.38,48.62
953,Thomas,6:17:00,6/22/15,1.0,1,48.57,-47.57,48.57
954,Thomas,6:18:00,6/22/15,100.0,100,49.28,50.72,49.28
955,Thomas,6:18:00,6/22/15,59.0,59,49.11,9.89,49.11
956,Thomas,6:18:00,6/22/15,78.0,78,49.42,28.58,49.42
957,Thomas,6:19:00,6/22/15,17.0,17,48.75,-31.75,48.75
958,Thomas,6:19:00,6/22/15,95.0,95,49.56,45.44,49.56
959,Thomas,6:19:00,6/22/15,96.0,96,50.03,45.97,50.03
960,Thomas,6:20:00,6/22/15,28.0,28,49.86,-21.86,49.86
961,Thomas,6:20:00,6/22/15,93.0,93,50.64,42.36,50.64
962,Thomas,6:20:00,6/22/15,71.0,71,50.83,20.17,50.83
963,Thomas,6:21:00,6/22/15,18.0,18,50.44,-32.44,50.44
964,Thomas,6:21:00,6/22/15,16.0,16,50.58,-34.58,50.58
965,Thomas,6:21:00,6/22/15,94.0,94,50.55,43.45,50.55
966,Thomas,6:22:00,6/22/15,75.0,75,50.46,24.54,50.46
967,Thomas,6:22:00,6/22/15,88.0,88,51.02,36.98,51.02
968,Thomas,6:22:00,6/22/15,50.0,50,51.4,-1.4,51.4
969,Thomas,6:23:00,6/22/15,61.0,61,51.93,9.07,51.93
970,Thomas,6:23:00,6/22/15,42.0,42,51.42,-9.42,51.42
971,Thomas,6:23:00,6/22/15,86.0,86,51.98,34.02,51.98
972,Thomas,6:24:00,6/22/15,52.0,52,52.13,-0.13,52.13
973,Thomas,6:24:00,6/22/15,41.0,41,51.93,-10.93,51.93
974,Thomas,6:24:00,6/22/15,59.0,59,52.1,6.9,52.1
975,Thomas,6:25:00,6/22/15,10.0,10,51.92,-41.92,51.92
976,Thomas,6:25:00,6/22/15,32.0,32,51.55,-19.55,51.55
977,Thomas,6:25:00,6/22/15,13.0,13,50.82,-37.82,50.82
978,Thomas,6:26:00,6/22/15,78.0,78,50.86,27.14,50.86
979,Thomas,6:26:00,6/22/15,95.0,95,50.96,44.04,50.96
980,Thomas,6:26:00,6/22/15,90.0,90,51.0,39.0,51.0
981,Thomas,6:27:00,6/22/15,47.0,47,50.55,-3.55,50.55
982,Thomas,6:27:00,6/22/15,44.0,44,50.45,-6.45,50.45
983,Thomas,6:27:00,6/22/15,43.0,43,50.49,-7.49,50.49
984,Thomas,6:28:00,6/22/15,10.0,10,50.55,-40.55,50.55
985,Thomas,6:28:00,6/22/15,9.0,9,50.46,-41.46,50.46
986,Thomas,6:28:00,6/22/15,31.0,31,50.32,-19.32,50.32
987,Thomas,6:29:00,6/22/15,93.0,93,51.18,41.82,51.18
988,Thomas,6:29:00,6/22/15,81.0,81,51.56,29.44,51.56
989,Thomas,6:29:00,6/22/15,22.0,22,50.95,-28.95,50.95
990,Thomas,6:30:00,6/22/15,18.0,18,50.78,-32.78,50.78
991,Thomas,6:30:00,6/22/15,41.0,41,50.21,-9.21,50.21
992,Thomas,6:30:00,6/22/15,78.0,78,50.52,27.48,50.52
993,Thomas,6:31:00,6/22/15,88.0,88,50.8,37.2,50.8
994,Thomas,6:31:00,6/22/15,32.0,32,50.67,-18.67,50.67
995,Thomas,6:31:00,6/22/15,33.0,33,50.8,-17.8,50.8
996,Thomas,6:32:00,6/22/15,53.0,53,51.14,1.86,51.14
997,Thomas,6:32:00,6/22/15,29.0,29,51.02,-22.02,51.02
998,Thomas,6:32:00,6/22/15,48.0,48,50.76,-2.76,50.76
999,Thomas,6:33:00,6/22/15,50.0,50,50.38,-0.38,50.38
